"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_change_rate_1h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_aqi_cat_day1","target_pm25_day2_avg","target_aqi_cat_day2","target_trend_direction"
"2026-08-17T00:36:01.978718+00:00","Lahore","0","0","8","229","0.0","1.0","-0.866025","-0.5","-0.717677","-0.696376","0","0","1","2","25.5","87","7.0","115","19.1","975.7","0.0","26.0","14","7520.0","0.0","0.0","","","9.2","0","80","pm25","80","33","9.2","14.3","6.4","4.1","1","Moderate","21.3714","8.75","69.6","0.0","8.9","8.9241","5.8397","82.0","122.0","110.33","20.14","-45.0","80","1","202","4","180","3","1"
"2026-08-17T02:13:07.792238+00:00","Lahore","2","0","8","229","0.5","0.866025","-0.866025","-0.5","-0.717677","-0.696376","0","0","1","2","26.8","96","4.6","214","23.4","975.0","0.0","24.3","79","2180.0","4.5","1.6","","","2.5","0","142","pm25","142","57","12.4","17.5","13.6","5.6","2","Unhealthy for Sensitive Groups","60.5043","3.2394","136.32","0.0","8.9","7.2086","5.7586","82.0","122.0","110.33","20.14","-45.0","142","2","202","4","180","3","1"
"2026-08-17T03:39:57.406547+00:00","Lahore","3","0","8","229","0.707107","0.707107","-0.866025","-0.5","-0.717677","-0.696376","0","0","1","2","29.1","95","4.2","124","25.9","975.7","0.0","24.6","29","2720.0","1.5","1.5","38.75","","2.1","0","72","pm25","72","25","8.3","24.8","10","5.1","1","Moderate","33.4286","5.8333","68.4","0.0","8.9","7.2086","5.7586","82.0","122.0","110.33","20.14","-45.0","72","1","202","4","180","3","1"
"2026-08-17T04:31:14.943594+00:00","Lahore","4","0","8","229","0.866025","0.5","-0.866025","-0.5","-0.717677","-0.696376","0","0","1","2","30.4","94","5.2","360","26.3","975.1","0.0","24.8","15","4140.0","0.3","0.3","43.73","","1.9","0","68","pm25","68","21","7.4","33.8","10.9","4.6","1","Moderate","25.3692","7.6471","63.92","0.0","8.9","7.2086","5.7586","82.0","122.0","110.33","20.14","-45.0","68","1","202","4","180","3","1"
"2026-08-17T05:25:51.346110+00:00","Lahore","5","0","8","229","0.965926","0.258819","-0.866025","-0.5","-0.717677","-0.696376","0","0","1","2","31.2","95","6.2","54","31.7","975.2","0.0","25.1","5","4860.0","0.0","0.0","47.69","","1.1","0","65","pm25","65","20","6","42.3","11.8","6.1","1","Moderate","20.4435","9.5385","61.75","0.0","8.9","7.2086","5.7586","82.0","122.0","110.33","20.14","-45.0","65","1","202","4","180","3","1"
"2026-08-17T06:31:27.792391+00:00","Lahore","6","0","8","229","1.0","0.0","-0.866025","-0.5","-0.717677","-0.696376","0","0","0","2","32.7","96","6.4","109","30.2","975.4","0.05","25.2","3","5260.0","0.0","0.0","55.56","","-0.9","0","57","pm25","57","20","5.5","56.5","10","5.6","1","Moderate","17.4562","11.2281","54.72","2.825","8.9","7.2086","5.7586","82.0","122.0","110.33","20.14","-45.0","57","1","202","4","180","3","1"
"2026-08-17T07:42:42.095221+00:00","Lahore","7","0","8","229","0.965926","-0.258819","-0.866025","-0.5","-0.717677","-0.696376","0","1","0","2","33.9","90","5.1","69","20.5","975.9","0.7","24.7","46","4720.0","0.0","0.0","57.94","","-1.6","0","60","o3","57","20","5.5","60.4","8.2","5.1","1","Moderate","21.2353","8.5","51.3","42.28","9.4","9.7472","5.4808","82.0","122.0","110.33","20.14","-45.0","60","1","202","4","180","3","1"
"2026-08-17T08:30:23.884121+00:00","Lahore","8","0","8","229","0.866025","-0.5","-0.866025","-0.5","-0.717677","-0.696376","0","1","0","2","34.4","86","4.8","78","22.7","976.3","2.1","25.0","59","5800.0","0.0","0.0","57.76","","-1.0","0","58","o3","57","20","5.5","57.8","7.3","4.6","1","Moderate","22.0875","8.2759","49.02","121.38","9.4","9.7472","5.4808","82.0","122.0","110.33","20.14","-45.0","58","1","202","4","180","3","1"
"2026-08-17T09:29:16.382282+00:00","Lahore","9","0","8","229","0.707107","-0.707107","-0.866025","-0.5","-0.717677","-0.696376","0","1","0","2","34.6","79","5.0","120","24.1","976.8","3.9","25.4","45","8300.0","0.0","0.0","54.15","","1.0","0","55","pm25","55","18","7.8","50.6","7.3","4.6","1","Moderate","19.69","9.0909","43.45","197.34","9.4","9.7472","5.4808","82.0","122.0","110.33","20.14","-45.0","55","1","202","4","180","3","1"
"2026-08-17T10:20:58.508016+00:00","Lahore","10","0","8","229","0.5","-0.866025","-0.866025","-0.5","-0.717677","-0.696376","0","0","0","2","34.5","73","5.2","130","24.1","976.7","5.65","25.8","12","8400.0","0.0","0.0","50.18","","3.3","51","55","pm25","55","18","7.8","42.7","7.3","4.6","1","Moderate","18.2981","9.4545","40.15","241.255","9.4","9.7472","5.4808","82.0","122.0","110.33","20.14","-45.0","55","1","202","4","180","3","1"
