"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_change_rate_1h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_aqi_cat_day1","target_pm25_day2_avg","target_aqi_cat_day2","target_trend_direction"
"2026-09-22T00:22:08.906354+00:00","Lahore","0","1","9","265","0.0","1.0","-1.0","-0.0","-0.988678","-0.150055","0","0","1","3","25.5","74","1.9","72","6.1","984.3","0.0","23.0","0","8220.0","0.0","0.0","","","7.9","0","97","pm25","97","48","14.7","26.4","9.1","4.1","1","Moderate","88.8316","1.9588","71.78","0.0","8.5","7.9762","4.5149","82.0","122.0","110.33","20.14","-45.0","97","1","138","2","162","3","1"
"2026-09-22T05:34:54.863868+00:00","Lahore","5","1","9","265","0.965926","0.258819","-1.0","-0.0","-0.988678","-0.150055","0","0","1","3","32.2","85","2.0","205","1.8","984.0","0.0","22.8","0","7380.0","0.0","0.0","47.39","","-1.8","0","76","pm25","76","32","4.2","69.5","6.4","4.1","1","Moderate","70.3","2.6316","64.6","0.0","8.5","7.9762","3.2216","82.0","122.0","110.33","20.14","-45.0","76","1","138","2","162","3","1"
"2026-09-22T10:31:09.618568+00:00","Lahore","10","1","9","265","0.5","-0.866025","-1.0","-0.0","-0.988678","-0.150055","0","0","0","3","33.6","55","9.4","86","7.2","985.9","4.9","22.0","0","9020.0","0.0","0.0","39.21","","3.1","51","74","pm25","74","35","4.6","53.2","6.4","3.6","1","Moderate","12.2021","12.7027","40.7","260.68","9.0","8.9983","4.2915","82.0","122.0","110.33","20.14","-45.0","74","1","138","2","162","3","1"
