"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_change_rate_1h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_aqi_cat_day1","target_pm25_day2_avg","target_aqi_cat_day2","target_trend_direction"
"2026-07-21T01:28:15.753393+00:00","Lahore","1","1","7","202","0.258819","0.965926","-0.5","-0.866025","-0.329408","-0.944188","0","0","1","2","26.6","88","15.3","135","29.2","976.0","0.0","27.0","61","4180.0","0.1","0.1","","","9.9","95","46","pm25","46","11","7.4","21.2","9.1","3.6","0","Good","5.6523","33.2609","40.48","0.0","3.9","1.6899","10.3052","82.0","122.0","110.33","20.14","-45.0","46","0","207","4","172","3","1"
"2026-07-21T04:58:04.992277+00:00","Lahore","4","1","7","202","0.866025","0.5","-0.5","-0.866025","-0.329408","-0.944188","0","0","1","2","27.9","97","15.4","117","19.4","975.4","0.0","27.0","99","2320.0","1.1","1.1","34.66","","5.9","3","61","pm25","61","22","6","43.1","8.2","2.6","1","Moderate","7.8032","25.2459","59.17","0.0","3.9","1.6899","10.3052","82.0","122.0","110.33","20.14","-45.0","61","1","207","4","172","3","1"
"2026-07-21T07:30:19.632180+00:00","Lahore","7","1","7","202","0.965926","-0.258819","-0.5","-0.866025","-0.329408","-0.944188","0","1","0","2","31.4","91","12.0","69","22.0","976.6","0.8","25.5","100","2740.0","0.4","0.3","46.79","","1.1","96","68","pm25","68","28","4.2","66.9","9.1","2.1","1","Moderate","10.8233","17.6471","61.88","53.52","4.6","1.8699","8.0883","82.0","122.0","110.33","20.14","-45.0","68","1","207","4","172","3","1"
"2026-07-21T10:13:32.980645+00:00","Lahore","10","1","7","202","0.5","-0.866025","-0.5","-0.866025","-0.329408","-0.944188","0","0","0","2","29.7","93","6.5","99","31.3","977.3","6.05","26.9","97","3020.0","1.4","1.0","40.52","","4.9","96","85","pm25","85","40","17.9","61","8.2","2.6","1","Moderate","25.2385","7.6471","79.05","369.05","4.6","1.8699","8.0883","82.0","122.0","110.33","20.14","-45.0","85","1","207","4","172","3","1"
"2026-07-21T12:18:38.388844+00:00","Lahore","12","1","7","202","0.0","-1.0","-0.5","-0.866025","-0.329408","-0.944188","0","0","0","2","28.8","76","4.9","109","24.5","977.7","8.1","25.3","100","6860.0","0.3","0.2","33.4","","6.3","51","46","pm25","46","11","11","33.3","7.3","2.1","0","Good","16.5224","10.6522","34.96","269.73","3.3","1.0071","8.0883","82.0","122.0","110.33","20.14","-45.0","46","0","207","4","172","3","1"
"2026-07-21T14:54:50.417510+00:00","Lahore","14","1","7","202","-0.5","-0.866025","-0.5","-0.866025","-0.329408","-0.944188","0","0","0","2","27.4","84","7.5","77","22.0","977.3","4.8","25.9","99","3840.0","0.3","0.1","31.13","","6.8","3","36","o3","25","6","6.9","36.2","6.4","3.1","0","Good","6.1333","20.8333","21.0","173.76","3.3","1.0071","8.2182","82.0","122.0","110.33","20.14","-45.0","36","0","207","4","172","3","1"
"2026-07-21T16:14:49.062108+00:00","Lahore","16","1","7","202","-0.866025","-0.5","-0.5","-0.866025","-0.329408","-0.944188","0","0","0","2","27.5","82","7.3","70","20.2","976.4","4.8","25.8","74","6960.0","0.0","0.0","31.13","","6.8","3","36","o3","25","6","6.9","36.2","6.4","3.1","0","Good","6.2329","20.2778","20.5","173.76","3.3","1.0071","8.2182","82.0","122.0","110.33","20.14","-45.0","36","0","207","4","172","3","1"
"2026-07-21T18:08:37.301333+00:00","Lahore","18","1","7","202","-1.0","-0.0","-0.5","-0.866025","-0.329408","-0.944188","0","1","0","2","27.6","87","8.4","63","25.2","975.4","1.4","25.7","98","4620.0","0.3","0.3","32.07","","6.0","2","76","pm25","76","28","11.9","23.2","4.6","3.1","1","Moderate","16.919","11.0526","66.12","32.48","3.3","1.0071","8.2182","82.0","122.0","110.33","20.14","-45.0","76","1","207","4","172","3","1"
"2026-07-21T20:12:31.370243+00:00","Lahore","20","1","7","202","-0.866025","0.5","-0.5","-0.866025","-0.329408","-0.944188","0","0","0","2","26.7","92","8.4","62","17.6","975.2","0.0","25.8","99","5760.0","0.0","0.0","","","6.9","3","59","pm25","59","18","7.4","24","4.6","3.1","1","Moderate","13.4857","14.2373","54.28","0","5.5","1.5608","5.3325","82.0","122.0","110.33","20.14","-45.0","59","1","180","3","200","3","1"
"2026-07-21T21:54:19.282128+00:00","Lahore","21","1","7","202","-0.707107","0.707107","-0.5","-0.866025","-0.329408","-0.944188","0","0","0","2","26.0","93","8.9","70","11.5","975.9","0.0","25.8","78","5840.0","0.0","0.0","","","7.5","51","74","pm25","74","23","11","19.5","7.3","3.6","1","Moderate","16.0472","12.027","68.82","0.0","5.5","1.5608","5.3325","82.0","122.0","110.33","20.14","-45.0","74","1","180","3","200","3","1"
