"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_change_rate_1h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_aqi_cat_day1","target_pm25_day2_avg","target_aqi_cat_day2","target_trend_direction"
"2026-09-25T02:21:35.936103+00:00","Lahore","2","4","9","268","0.5","0.866025","-1.0","-0.0","-0.995105","-0.09882","0","0","1","3","26.1","93","6.2","69","9.7","981.4","0.0","24.4","0","5560.0","0.0","0.0","","","5.4","0","63","pm25","63","30","4.6","34.2","5.5","4.1","1","Moderate","19.6113","9.8413","58.59","0.0","9.1","5.8522","9.3657","82.0","122.0","110.33","20.14","-45.0","63","1","131","2","147","2","1"
"2026-09-25T08:18:14.823433+00:00","Lahore","8","4","9","268","0.866025","-0.5","-1.0","-0.0","-0.995105","-0.09882","0","1","0","3","29.0","87","4.9","157","15.1","982.3","1.55","25.0","77","4080.0","0.0","0.0","36.34","","4.6","1","82","o3","78","35","3.7","81.9","6.4","4.6","1","Moderate","29.7673","5.9756","67.86","126.945","5.6","2.7192","1.6069","82.0","122.0","110.33","20.14","-45.0","82","1","131","2","147","2","1"
"2026-09-25T14:17:05.936102+00:00","Lahore","14","4","9","268","-0.5","-0.866025","-1.0","-0.0","-0.995105","-0.09882","0","0","0","3","27.2","59","3.0","6","13.0","981.0","5.9","21.9","35","8940.0","0.0","0.0","28.26","","8.8","0","80","pm25","80","37","5.1","54.5","6.4","3.1","1","Moderate","42.4","3.75","47.2","321.55","6.8","3.9103","3.0333","82.0","122.0","110.33","20.14","-45.0","80","1","131","2","147","2","1"
"2026-09-25T19:01:08.070662+00:00","Lahore","19","4","9","268","-0.965926","0.258819","-1.0","-0.0","-0.995105","-0.09882","0","1","0","3","25.1","72","4.0","221","8.6","976.6","0.0","22.2","0","8120.0","0.0","0.0","","","7.2","0","70","pm25","70","32","8.7","22.8","6.4","3.1","1","Moderate","30.1","5.7143","50.4","0.0","9.3","9.9022","7.1019","82.0","122.0","110.33","20.14","-45.0","70","1","150","2","208","4","1"
