"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_change_rate_1h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_aqi_cat_day1","target_pm25_day2_avg","target_aqi_cat_day2","target_trend_direction"
"2026-04-26T15:50:19.360499+00:00","Lahore","15","6","4","116","-0.707107","-0.707107","0.866025","-0.5","0.910605","-0.413279","1","0","0","1","34.1","13","7.5","308","27.0","978.5","5.95","6.0","95","20560.0","0.0","0.0","31.61","","3.4","1","97","pm25","97","50","14.7","45.1","5.5","4.1","1","Moderate","14.6147","7.732","12.61","268.345","12.8","18.1108","10.3558","127.0","122.0","123.67","2.36","5.0","97","1","127","2","159","3","1"
"2026-04-26T16:30:59.607596+00:00","Lahore","16","6","4","116","-0.866025","-0.5","0.866025","-0.5","0.910605","-0.413279","1","0","0","1","33.6","14","7.1","308","27.0","977.6","4.2","6.6","78","20540.0","0.0","0.0","31.19","","2.7","2","93","pm25","93","49","17.9","45.1","4.6","4.6","1","Moderate","14.9324","7.6344","13.02","189.42","12.8","18.1108","10.3558","127.0","122.0","123.67","2.36","5.0","93","1","127","2","159","3","1"
"2026-04-26T17:30:50.485970+00:00","Lahore","17","6","4","116","-0.965926","-0.258819","0.866025","-0.5","0.910605","-0.413279","1","1","0","1","32.6","15","5.9","305","25.9","977.0","2.35","7.4","76","20540.0","0.0","0.0","30.32","","3.0","3","95","pm25","95","50","15.1","36.2","4.6","4.6","1","Moderate","18.5169","6.2105","14.25","85.07","12.8","18.1108","10.3558","127.0","122.0","123.67","2.36","5.0","95","1","127","2","159","3","1"
