"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_change_rate_1h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_aqi_cat_day1","target_pm25_day2_avg","target_aqi_cat_day2","target_trend_direction"
"2026-09-02T01:50:35.542880+00:00","Lahore","1","2","9","245","0.258819","0.965926","-1.0","-0.0","-0.880012","-0.474951","0","0","1","3","24.9","86","8.5","48","13.7","980.2","0.0","23.2","77","2680.0","0.5","0.3","","","3.7","61","50","pm25","50","20","5.5","7.8","5.5","3.1","0","Good","10.9412","17.0","43.0","0.0","9.9","10.5856","11.2697","82.0","122.0","110.33","20.14","-45.0","50","0","135","2","113","2","1"
"2026-09-02T06:35:40.438795+00:00","Lahore","6","2","9","245","1.0","0.0","-1.0","-0.0","-0.880012","-0.474951","0","0","0","3","32.1","98","3.8","115","13.3","979.7","0.0","24.0","100","1500.0","2.5","1.0","53.58","","-2.7","0","50","pm25","50","19","6.9","17.5","5.5","3.1","0","Good","26.0526","7.6","49.0","0.0","9.9","10.5856","11.2697","82.0","122.0","110.33","20.14","-45.0","50","0","135","2","113","2","1"
"2026-09-02T11:50:18.759908+00:00","Lahore","11","2","9","245","0.258819","-0.965926","-1.0","-0.0","-0.880012","-0.474951","0","0","0","3","35.1","53","2.3","106","20.2","980.9","6.75","23.0","17","6100.0","0.2","0.1","42.15","","4.7","1","50","pm25","50","15","7.4","12.6","5.5","3.1","0","Good","33.2609","4.6","26.5","85.05","10.9","12.7352","10.1775","82.0","122.0","110.33","20.14","-45.0","50","0","135","2","113","2","1"
"2026-09-02T15:32:41.642819+00:00","Lahore","15","2","9","245","-0.707107","-0.707107","-1.0","-0.0","-0.880012","-0.474951","0","0","0","3","31.1","49","7.1","212","15.5","978.2","5.5","23.1","26","9940.0","0.0","0.0","32.59","","9.7","0","34","pm25","34","11","7.8","13","5.5","3.1","0","Good","7.1352","20.8824","16.66","71.5","10.1","11.0692","10.7374","82.0","122.0","110.33","20.14","-45.0","34","0","135","2","113","2","1"
"2026-09-02T19:03:43.788196+00:00","Lahore","19","2","9","245","-0.965926","0.258819","-1.0","-0.0","-0.880012","-0.474951","0","1","0","3","29.9","69","5.6","174","20.9","976.3","0.05","25.1","3","7900.0","0.0","0.0","34.56","","7.7","0","34","pm25","34","11","11.9","5.3","3.7","2.1","0","Good","10.2607","16.4706","23.46","0.265","10.4","9.7915","8.1341","82.0","122.0","110.33","20.14","-45.0","34","0","135","2","113","2","1"
