timestamp,city,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,is_peak_hour,is_night,season,temp_c,humidity_pct,windspeed_kmh,winddir_deg,windgusts_kmh,pressure_hpa,uv_index,dew_point_c,cloudcover_pct,visibility_m,precipitation_mm,rain_mm,heat_index_c,wind_chill_c,apparent_temp_delta,weathercode,aqi,dominant_poll,pm25_iaqi,pm10_iaqi,no2_iaqi,o3_iaqi,co_iaqi,so2_iaqi,aqi_cat_ordinal,aqi_cat_label,pollution_accumulation_idx,ventilation_idx,humidity_pm25_interaction,uv_o3_interaction,temp_range_c,temp_variance,wind_variance,aqi_lag_1h,aqi_lag_3h,aqi_rolling_3h_mean,aqi_rolling_3h_std,aqi_change_rate_1h,target_aqi_current,target_aqi_cat_current,target_pm25_day1_avg,target_aqi_cat_day1,target_pm25_day2_avg,target_aqi_cat_day2,target_trend_direction
2026-05-09T01:52:24.323500+00:00,Lahore,1,5,5,129,0.258819,0.965926,0.5,-0.866025,0.796183,-0.605056,1,0,1,1,24.9,60,5.8,123,11.5,982.3,0.0,17.5,0,16200.0,0.0,0.0,,,3.1,0,42,pm25,42,20,13.3,30.1,3.7,5.6,0,Good,11.5862,13.8095,25.2,0.0,13.6,23.9054,2.3322,127.0,122.0,123.67,2.36,5.0,42,0,127,2,125,2,1
2026-05-09T05:00:53.333021+00:00,Lahore,5,5,5,129,0.965926,0.258819,0.5,-0.866025,0.796183,-0.605056,1,0,1,1,33.2,65,6.3,95,9.4,982.7,0.0,16.8,0,15800.0,0.0,0.0,41.98,,-7.8,0,53,pm25,53,37,9.2,43.5,3.7,4.1,1,Moderate,13.881,11.8868,34.45,0.0,13.6,23.9054,2.3322,127.0,122.0,123.67,2.36,5.0,53,1,127,2,125,2,1
2026-05-09T07:41:58.911620+00:00,Lahore,7,5,5,129,0.965926,-0.258819,0.5,-0.866025,0.796183,-0.605056,1,1,0,1,36.8,60,3.7,117,10.1,983.6,1.05,18.0,0,15780.0,0.0,0.0,50.76,,-8.5,0,51,o3,46,29,6.0,50.6,3.7,4.6,1,Moderate,19.8919,7.2549,27.6,53.13,13.5,23.8216,2.2336,127.0,122.0,123.67,2.36,5.0,51,1,127,2,125,2,1
2026-05-09T09:07:28.484124+00:00,Lahore,9,5,5,129,0.707107,-0.707107,0.5,-0.866025,0.796183,-0.605056,1,1,0,1,37.7,45,5.2,138,15.1,984.7,4.45,18.1,0,16420.0,0.0,0.0,45.09,,-3.9,0,50,pm25,50,30,7.8,48.8,3.7,4.6,0,Good,13.9423,10.4,22.5,217.16,13.5,23.8216,2.2336,127.0,122.0,123.67,2.36,5.0,50,0,127,2,125,2,1
2026-05-09T10:46:08.606898+00:00,Lahore,10,5,5,129,0.5,-0.866025,0.5,-0.866025,0.796183,-0.605056,1,0,0,1,37.6,36,7.0,142,16.2,984.5,6.2,16.5,0,16880.0,0.0,0.0,40.88,,-1.6,0,53,o3,46,30,7.8,52.6,4.6,4.1,1,Moderate,8.9371,13.2075,16.56,326.12,13.5,23.8216,2.2336,127.0,122.0,123.67,2.36,5.0,53,1,127,2,125,2,1
2026-05-09T11:40:58.001773+00:00,Lahore,11,5,5,129,0.258819,-0.965926,0.5,-0.866025,0.796183,-0.605056,1,0,0,1,37.2,31,6.5,119,15.8,984.2,7.5,15.4,0,16880.0,0.0,0.0,38.39,,0.8,0,53,o3,55,33,8.7,52.6,4.6,4.1,1,Moderate,11.0846,12.2642,17.05,394.5,13.5,23.8216,2.2336,127.0,122.0,123.67,2.36,5.0,53,1,127,2,125,2,1
2026-05-09T12:52:34.698224+00:00,Lahore,12,5,5,129,0.0,-1.0,0.5,-0.866025,0.796183,-0.605056,1,0,0,1,35.5,32,7.9,93,14.8,983.9,8.25,16.4,0,16860.0,0.0,0.0,35.88,,3.9,0,63,pm25,63,38,12.8,45.5,4.6,4.6,1,Moderate,10.5266,12.5397,20.16,375.375,12.8,20.8591,2.1466,127.0,122.0,123.67,2.36,5.0,63,1,127,2,125,2,1
2026-05-09T14:13:15.217061+00:00,Lahore,14,5,5,129,-0.5,-0.866025,0.5,-0.866025,0.796183,-0.605056,1,0,0,1,34.0,28,7.8,53,9.0,982.2,7.5,15.6,9,17000.0,0.0,0.0,32.96,,5.6,0,55,pm25,55,30,14.2,39.4,4.6,4.6,1,Moderate,9.0256,14.1818,15.4,295.5,12.8,20.8591,2.1466,127.0,122.0,123.67,2.36,5.0,55,1,127,2,125,2,1
2026-05-09T15:40:57.275792+00:00,Lahore,15,5,5,129,-0.707107,-0.707107,0.5,-0.866025,0.796183,-0.605056,1,0,0,1,32.2,27,5.5,39,11.5,981.5,6.15,15.2,9,16980.0,0.0,0.0,30.71,,6.2,0,53,pm25,53,23,14.7,35.8,4.6,4.6,1,Moderate,12.2382,10.3774,14.31,220.17,12.8,20.8591,2.1466,127.0,122.0,123.67,2.36,5.0,53,1,127,2,125,2,1
2026-05-09T16:40:29.372824+00:00,Lahore,16,5,5,129,-0.866025,-0.5,0.5,-0.866025,0.796183,-0.605056,1,0,0,1,31.1,28,4.5,28,15.1,981.0,4.45,15.4,11,16980.0,0.0,0.0,29.66,,6.7,0,50,pm25,50,22,13.8,34.2,4.6,4.6,0,Good,14.2222,9.0,14.0,152.19,12.8,20.8591,2.1466,127.0,122.0,123.67,2.36,5.0,50,0,127,2,125,2,1
2026-05-09T17:40:57.277639+00:00,Lahore,17,5,5,129,-0.965926,-0.258819,0.5,-0.866025,0.796183,-0.605056,1,1,0,1,30.2,29,6.0,18,15.1,980.5,2.6,15.4,14,16960.0,0.0,0.0,28.87,,6.7,0,55,pm25,55,23,11.9,36.2,4.6,4.6,1,Moderate,11.825,10.9091,15.95,94.12,12.8,20.8591,2.1466,127.0,122.0,123.67,2.36,5.0,55,1,127,2,125,2,1
2026-05-09T18:43:18.022752+00:00,Lahore,18,5,5,129,-1.0,-0.0,0.5,-0.866025,0.796183,-0.605056,1,1,0,1,28.9,29,5.4,13,10.4,980.7,1.05,14.9,17,16960.0,0.0,0.0,27.74,,7.4,0,55,pm25,55,22,11.0,39.0,4.6,4.6,1,Moderate,13.1389,9.8182,15.95,40.95,12.8,21.3724,1.7347,127.0,122.0,123.67,2.36,5.0,55,1,125,2,102,2,1
2026-05-09T19:50:21.568260+00:00,Lahore,19,5,5,129,-0.965926,0.258819,0.5,-0.866025,0.796183,-0.605056,1,1,0,1,27.9,28,4.4,31,14.0,979.5,0.15,14.6,34,16740.0,0.0,0.0,26.94,,8.2,0,59,pm25,59,23,11.0,39.4,4.6,4.6,1,Moderate,17.1636,7.4576,16.52,5.91,14.0,24.9683,4.4891,127.0,122.0,123.67,2.36,5.0,59,1,125,2,102,2,1
