timestamp,city,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,is_peak_hour,is_night,season,temp_c,humidity_pct,windspeed_kmh,winddir_deg,windgusts_kmh,pressure_hpa,uv_index,dew_point_c,cloudcover_pct,visibility_m,precipitation_mm,rain_mm,heat_index_c,wind_chill_c,apparent_temp_delta,weathercode,aqi,dominant_poll,pm25_iaqi,pm10_iaqi,no2_iaqi,o3_iaqi,co_iaqi,so2_iaqi,aqi_cat_ordinal,aqi_cat_label,pollution_accumulation_idx,ventilation_idx,humidity_pm25_interaction,uv_o3_interaction,temp_range_c,temp_variance,wind_variance,aqi_lag_1h,aqi_change_rate_1h,target_aqi_current,target_aqi_cat_current,target_pm25_day1_avg,target_aqi_cat_day1,target_pm25_day2_avg,target_aqi_cat_day2,target_trend_direction
2026-04-24T19:26:08.420145+00:00,Lahore,19,4,4,114,-0.965926,0.258819,0.866025,-0.5,0.924291,-0.381689,0,1,0,1,30.1,31,10.7,348,20.2,981.6,0.0,11.1,68,20800.0,0.0,0.0,28.92,,-1.1,2,127,pm25,127,63,17.9,20.4,5.5,4.1,2,Unhealthy for Sensitive Groups,15.5486,8.4252,39.37,0.0,14.4,23.415,12.4875,122.0,0.0,127,2,144,2,127,2,1
