timestamp,city,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,is_peak_hour,is_night,season,temp_c,humidity_pct,windspeed_kmh,winddir_deg,windgusts_kmh,pressure_hpa,uv_index,dew_point_c,cloudcover_pct,visibility_m,precipitation_mm,rain_mm,heat_index_c,wind_chill_c,apparent_temp_delta,weathercode,aqi,dominant_poll,pm25_iaqi,pm10_iaqi,no2_iaqi,o3_iaqi,co_iaqi,so2_iaqi,aqi_cat_ordinal,aqi_cat_label,pollution_accumulation_idx,ventilation_idx,humidity_pm25_interaction,uv_o3_interaction,temp_range_c,temp_variance,wind_variance,target_aqi_current,target_aqi_cat_current,target_pm25_day1_avg,target_aqi_cat_day1,target_pm25_day2_avg,target_aqi_cat_day2,target_trend_direction
2026-04-14T00:15:53.146145+00:00,Lahore,0,1,4,104,0.0,1.0,0.781831,0.62349,0.866025,-0.5,0.976011,-0.217723,0,0,1,1,20.9,68,3.1,32,7.9,983.1,0.0,14.8,0,24140.0,0.0,0.0,,,1.2,0,63,pm25,63,19,12.4,25.2,8.2,3.6,1,Moderate,34.1419,4.9206,42.84,0.0,13.7,23.7083,5.8766,63,1,225,4,221,4,1
